paper_key,arxiv_id,doi,title,authors,year,venue,citation_count,tier,review_source,corpus,contribution_type,method_name,peft_technique,distribution_mechanism,thesis_sections,contribution_codes,datasets,metrics,key_finding,notes_raw,source
424f702fe61e5549ddf49efd7c513045ddad4ebf,,,HEXGEN: Generative Inference of Large Language Model over Heterogeneous Environment,"Jiang Y., Yan R., Yao X., Zhou Y., Chen B., Yuan B.",2024,Proceedings of Machine Learning Research,5,G_SNOW_F,abstract-2nd-pass,background,distributed-inference,,none,model-parallel,§5.x,,,,HEXGEN: LLM inference over heterogeneous cross-datacenter environment,§5.x HEXGEN: LLM inference over heterogeneous cross-datacenter environment,SCOPUS
10.1145/3600006.3613165,,10.1145/3600006.3613165,Efficient Memory Management for Large Language Model Serving with PagedAttention,"Kwon W., Li Z., Zhuang S., Sheng Y., Zheng L., Yu C.H., Gonzalez J., Zhang H., Stoica I.",2023,Proceedings of the 29th Symposium on Operating Systems Principles,4850,3,abstract-2nd-pass,background,distributed-inference,,none,none,§5.x,,,,vLLM PagedAttention: foundational KV-cache memory management for LLM serving,§5.x vLLM PagedAttention: foundational KV-cache memory management for LLM serving,SCOPUS
2311.04934,2311.04934,10.48550/arXiv.2311.04934,Prompt Cache: Modular Attention Reuse for Low-Latency Inference,In Gim; Guojun Chen; Seung-seob Lee; Nikhil Sarda; Anurag Khandelwal; Lin Zhong,2023,ArXiv,181,3,fulltext,background,distributed-inference,,none,none,§5.x,,,,Prompt Cache: precomputed attention states for reusable prompt modules,Prompt Cache: precomputed attention states for reusable prompt modules; 8-60× latency reduction. §5.x,ARXIV
10.1145/3689031.3717468,,10.1145/3689031.3717468,DeltaZip: Efficient Serving of Multiple Full-Model-Tuned LLMs,"Yao X., Hu Q., Klimovic A.",2023,Proceedings of the Twentieth European Conference on Computer Systems,15,3,abstract-2nd-pass,background,distributed-inference,,generic-PEFT,none,§5.x,,,,DeltaZip: efficient serving of multiple fine-tuned LLMs via delta compression,§5.x DeltaZip: efficient serving of multiple fine-tuned LLMs via delta compression,SCOPUS
9d7a75601e0e50dd68d40cfb8ef0e891dad797a6,,,Orca: A Distributed Serving System for Transformer-Based Generative Models,"Yu G.-I., Jeong J.S., Kim G.-W., Kim S., Chun B.-G.",2022,USENIX Symposium on Operating Systems Design and Implementation,586,3,abstract-2nd-pass,background,distributed-inference,,none,none,§5.x,,,,Orca: iteration-level continuous batching for transformer serving,§5.x Orca: iteration-level continuous batching for transformer serving,SCOPUS
10.1109/INFOCOM48880.2022.9796896,,10.1109/INFOCOM48880.2022.9796896,Distributed Inference with Deep Learning Models across Heterogeneous Edge Devices,"Hu C., Li B.",2022,IEEE INFOCOM 2022 - IEEE Conference on Computer Communications,78,3,abstract-2nd-pass,background,distributed-inference,,none,edge-collaborative,§5.x,,,,distributed inference across heterogeneous edge devices,§5.x distributed inference across heterogeneous edge devices,SCOPUS
,,,AlpaServe: Statistical Multiplexing with Model Parallelism for Deep Learning Serving,"Li Z., Zheng L., Zhong Y., Liu V., Sheng Y., Jin X., Huang Y., Chen Z., Zhang H., Gonzalez J.E., Stoica I.",,,167,3,abstract-2nd-pass,background,distributed-inference,,none,model-parallel,§5.x,,,,AlpaServe: statistical multiplexing with model parallelism for serving,§5.x AlpaServe: statistical multiplexing with model parallelism for serving,SCOPUS
7d1e512888a2fa4e838c12a02ae7fce867d322a8,,,DeepSpeed-MoE: Advancing Mixture-of-Experts Inference and Training to Power Next-Generation AI Scale,"Rajbhandari S., Li C., Yao Z., Zhang M., Aminabadi R.Y., Awan A.A., Rasley J., He Y.",2022,International Conference on Machine Learning,504,3,abstract-2nd-pass,background,MoE-routing,,LoRA; MoE-adapters,none,§7.x,,,,DeepSpeed-MoE: MoE inference and training at scale,§7.x DeepSpeed-MoE: MoE inference and training at scale,SCOPUS
fdacf2a732f55befdc410ea927091cad3b791f13,,,Switch Transformers: Scaling to Trillion Parameter Models with Simple and Efficient Sparsity,"Fedus W., Zoph B., Shazeer N.",2021,Journal of machine learning research,3618,3,abstract-2nd-pass,background,MoE-routing,,none,none,§7.x,,,,Switch Transformers: scaling MoE to trillion parameters,§7.x Switch Transformers: scaling MoE to trillion parameters,SCOPUS
19eaa4ac17550fab2917d3f6121ed25e6d857a58,,,Towards Crowdsourced Training of Large Neural Networks using Decentralized Mixture-of-Experts,"Ryabinin M., Gusev A.",2020,Neural Information Processing Systems,61,3,abstract-2nd-pass,background,MoE-routing,,none,decentralised,§6.x; §7.x,,,,crowdsourced training with decentralized MoE,§6.x §7.x crowdsourced training with decentralized MoE,SCOPUS
10.1007/978-3-030-22496-7_5,,10.1007/978-3-030-22496-7_5,Gossip Learning as a Decentralized Alternative to Federated Learning,"Hegedűs I., Danner G., Jelasity M.",2019,IFIP International Conference on Distributed Applications and Interoperable Systems,239,3,fulltext,background,gossip-learning,,none,gossip; P2P; federated; edge-collaborative,§6.x,,,,Gossip Learning: server-less P2P vs FL comparison,Gossip Learning: server-less P2P vs FL comparison; gossip churn trace. §6.x P2P foundations,SCOPUS
10.1002/cpe.2858,,10.1002/cpe.2858,Gossip learning with linear models on fully distributed data,"Ormándi R., Hegedus I., Jelasity M.",2011,Concurrency and Computation: Practice and Experience 25,184,3,abstract-2nd-pass,background,gossip-learning,,none,gossip,§6.x,,,,gossip learning with linear models on fully distributed data,§6.x gossip learning with linear models on fully distributed data,SCOPUS
10.1016/j.asoc.2026.114943,,10.1016/j.asoc.2026.114943,FinePE: Fine-grained personality editing of large language model via mixture of LoRA experts,"Yang H., Ren Y., Zhang T., Zhang G.",2026,Applied Soft Computing,,,,,,,,,,,,,,,SCOPUS
10.1109/TSC.2026.3671484,,10.1109/TSC.2026.3671484,Adapting Large Language Models for Encrypted Traffic Analysis Services: An Efficient Realization With Mixture of LoRA Experts,"Liu Y., Zheng X., Cai C., Yuan X., Wang C.",2026,IEEE Transactions on Services Computing,,,,,,,,,,,,,,,SCOPUS
10.1109/TIP.2026.3654473,,10.1109/TIP.2026.3654473,Interpretable Few-Shot Image Classification via Prototypical Concept-Guided Mixture of LoRA Experts,"Ji Z., Wei R., Liu J., Pang Y., Han J.",2026,IEEE Transactions on Image Processing,1,,,,,,,,,,,,,,SCOPUS
10.1609/aaai.v40i37.40383,,10.1609/aaai.v40i37.40383,Hybrid Routing for a Mixture of LoRA Experts,"Huang Y., Yang Z., Wang Z., Qi J., Yu R., Fan X., Wang C.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,,,,,,,,,,,SCOPUS
10.1145/3744464.3744473,,10.1145/3744464.3744473,DMoLE: Dynamic Mixture of LoRA Experts for Spam Email Detection,"Chen S., Liao Y.",2025,"Proceedings of 2nd International Conference on Machine Intelligence and Digital Applications, MIDA 2025",,,,,,,,,,,,,,,SCOPUS
10.3390/electronics14112269,,10.3390/electronics14112269,A Novel Trustworthy Video Summarization Algorithm Through a Mixture of LoRA Experts,"Du W., Wang G., Li X., Chen G., Gao J., Zhao H.",2025,Electronics (Switzerland),1,,,,,,,,,,,,,,SCOPUS
10.1109/ASRU65441.2025.11434670,,10.1109/ASRU65441.2025.11434670,MoLEx: Mixture of LoRA Experts in Speech Self-Supervised Models for Audio Deepfake Detection,"Pan Z., Bhupendra S.H., Wu J.",2025,ASRU 2025 - 2025 IEEE Automatic Speech Recognition and Understanding Workshop,2,,,,,,,,,,,,,,SCOPUS
10.1007/978-981-96-6005-6_16,,10.1007/978-981-96-6005-6_16,TMMP: Efficient Continual Learning via Mixture of LoRA Experts and Top Maximum Magnitude Parameter Fusion,"Thi Q.-T.P., Pham L.-H., Nguyen D.-D., Nguyen T.-T., Dang T.H.",2025,Lecture Notes in Computer Science,,,,,,,,,,,,,,,SCOPUS
10.21437/Interspeech.2025-775,,10.21437/Interspeech.2025-775,Mixture of LoRA Experts for Low-Resourced Multi-Accent Automatic Speech Recognition,"Bagat R., Illina I., Vincent E.",2025,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",,,,,,,,,,,,,,,SCOPUS
10.1109/ICVRV67992.2025.00097,,10.1109/ICVRV67992.2025.00097,Mitigating Negative Transfer in Continual Test-Time Adaptation Via Orthogonal Dual-Path Mixture of LoRa Experts,"Liu P., Wu Y., Song Y.",2025,"Proceedings - 2025 International Conference on Virtual Reality and Visualization, ICVRV 2025",,,,,,,,,,,,,,,SCOPUS
10.1016/j.procs.2025.07.128,,10.1016/j.procs.2025.07.128,CLIP-DoRA: Weight-decomposed Low-rank Adaptation for Efficient Vision-Language Models,"Rodríguez-De-Vera J.M., Estepa I.G., Nagarajan B., Radeva P.",2025,Procedia Computer Science,,,,,,,,,,,,,,,SCOPUS
10.5302/J.ICROS.2025.25.0174,,10.5302/J.ICROS.2025.25.0174,An Efficient Mixture of LoRA Experts for Instruction-based Multi-task Image Editing,"Kim D., Kim I.",2025,"Journal of Institute of Control, Robotics and Systems",,,,,,,,,,,,,,,SCOPUS
2-s2.0-105010231924,,,HMORA: MAKING LLMS MORE EFFECTIVE WITH HIERARCHICAL MIXTURE OF LORA EXPERTS,"Liao M., Chen W., Shen J., Guo S., Wan H.",2025,"13th International Conference on Learning Representations, ICLR 2025",6,,,,,,,,,,,,,,SCOPUS
10.1109/ICASSP49660.2025.10888133,,10.1109/ICASSP49660.2025.10888133,HDMoLE: Mixture of LoRA Experts with Hierarchical Routing and Dynamic Thresholds for Fine-Tuning LLM-based ASR Models,"Mu B., Wei K., Shao Q., Xu Y., Xie L.",2025,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",6,,,,,,,,,,,,,,SCOPUS
10.18653/v1/2025.findings-emnlp.718,,10.18653/v1/2025.findings-emnlp.718,Mixture of LoRA Experts for Continual Information Extraction with LLMs,"Wang Z., Wang X., Hu W.",2025,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025",,,,,,,,,,,,,,,SCOPUS
10.18653/v1/2024.emnlp-main.57,,10.18653/v1/2024.emnlp-main.57,RoseLoRA: Row and Column-wise Sparse Low-rank Adaptation of Pre-trained Language Model for Knowledge Editing and Fine-tuning,"Wang H., Liu T., Li R., Cheng M.X., Zhao T., Gao J.",2024,"EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",3,,,,,,,,,,,,,,SCOPUS
2-s2.0-105001672898,,,System Report for CCL24-Eval Task 4: Chinese AMR Parsing framework with Mixture of LoRA Experts [CCL24-Eval 任务 4 系统报告:混合 LoRA 专家的中文抽象语义表示解析框架],"Wu Z., Yin H., Gao Z., Zhang J., Ji Y., Tang K.",2024,CCL 2024 - 23rd Chinese National Conference on Computational Linguistics,,,,,,,,,,,,,,,SCOPUS
10.21437/Interspeech.2024-1006,,10.21437/Interspeech.2024-1006,SAML: Speaker Adaptive Mixture of LoRA Experts for End-to-End ASR,"Zhao Q., Sun G., Zhang C., Xu M., Zheng T.F.",2024,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",2,,,,,,,,,,,,,,SCOPUS
10.18653/v1/2023.acl-long.280,,10.18653/v1/2023.acl-long.280,Mixture-of-Domain-Adapters: Decoupling and Injecting Domain Knowledge to Pre-trained Language Models' Memories,"Diao S., Xu T., Xu R., Wang J., Zhang T.",2023,Proceedings of the Annual Meeting of the Association for Computational Linguistics,29,,,,,,,,,,,,,,SCOPUS
10.1109/LGRS.2025.3589738,,10.1109/LGRS.2025.3589738,LoRA-CLIP: Efficient Low-Rank Adaptation of Large CLIP Foundation Model for Scene Classification,"Al Rahhal, Mohamad Mahmoud; Bazi, Yakoub; Zuair, Mansour",2025,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,1,,,,,,,,,,,,,,WOS
10.1109/TBDATA.2024.3362191,,10.1109/TBDATA.2024.3362191,Decentralized Federated Learning: A Survey on Security and Privacy,"Hallaji, Ehsan; Razavi-Far, Roozbeh; Saif, Mehrdad; Wang, Boyu; Yang, Qiang",2024,IEEE TRANSACTIONS ON BIG DATA,105,,,,,,,,,,,,,,WOS
10.1109/DSC63484.2024.00015,,10.1109/DSC63484.2024.00015,Unleashing the Potential of Decentralized Federated Learning in Healthcare: A Comprehensive Survey on Insights and Challenges,"Cheng, Haibo; Liu, Wenjian; Qu, Youyang; Fu, Kexue; Wang, Qinyuan",2024,"2024 IEEE 9TH INTERNATIONAL CONFERENCE ON DATA SCIENCE IN CYBERSPACE, DSC",1,,,,,,,,,,,,,,WOS
WOS:001693113700137,,,Dynamic Mixture of Curriculum LoRA Experts for Continual Multimodal Instruction Tuning,"Ge, Chendi; Wang, Xin; Zhang, Zeyang; Chen, Hong; Fan, Jiapei; Huang, Longtao; Xue, Hui; Zhu, Wenwu",2025,INTERNATIONAL CONFERENCE ON MACHINE LEARNING,0,,,,,,,,,,,,,,WOS
WOS:001693113700010,,,Make LoRA Great Again: Boosting LoRA with Adaptive Singular Values and Mixture-of-Experts Optimization Alignment,"Fan, Chenghao; Lu, Zhenyi; Liu, Sichen; Gu, Chengfeng; Qu, Xiaoye; Wei, Wei; Cheng, Yu",2025,INTERNATIONAL CONFERENCE ON MACHINE LEARNING,0,,,,,,,,,,,,,,WOS
10.1109/TIP.2026.3678087,,10.1109/TIP.2026.3678087,Mixture of Cluster-Conditional LoRA Experts for Vision-Language Instruction Tuning,"Gou, Yunhao; Liu, Zhili; Chen, Kai; Hong, Lanqing; Xu, Hang; Li, Zhenguo; Yeung, Dit-Yan; Kwok, James T.; Zhang, Yu",2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,,,,,,,,,,,,,,WOS
10.1109/TASLPRO.2025.3637555,,10.1109/TASLPRO.2025.3637555,HybridMoE: LoRA-Based LLMs Fine-Tune With Hybrid Mixture of Experts,"Lin, Shengchuan; Ma, Yufei; Liu, Sen; Shi, Junhua; Jin, Linbo; Gao, Dehong; Yu, Shanqing; Xuan, Qi; Cai, Xiaoyan; Yang, Libin",2026,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,0,,,,,,,,,,,,,,WOS
10.1109/LGRS.2026.3668783,,10.1109/LGRS.2026.3668783,RSV-LoRA: Enhancing Object Segmentation in Remote Sensing Videos via Fine-Tuning With LoRA-Based Mixture of Experts,"Liu, Chenyu; Ye, Wei; Pang, Pu; Wang, Mingzhi; Ding, Hao; Li, Guangzuo; Wu, Yirong",2026,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,0,,,,,,,,,,,,,,WOS
10.1145/3712285.3759888,,10.1145/3712285.3759888,TT-LoRA MoE: Using Parameter-Efficient Fine-Tuning and Sparse Mixture-Of-Experts,"Kunwar, Pradip; Vu, Minh N.; Gupta, Maanak; Abdelsalam, Mahmoud; Bhattarai, Manish",2025,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE FOR HIGH PERFORMANCE COMPUTING, NETWORKING, STORAGE, AND ANALYSIS, SC25",0,,,,,,,,,,,,,,WOS
WOS:001611629600098,,,Hierarchical-Task-Aware Multi-modal Mixture of Incremental LoRA Experts for Embodied Continual Learning,"Jia, Ziqi; Wang, Anmin; Qu, Xiaoyang; Yang, Xiaowen; Wang, Jianzong",2025,"PROCEEDINGS OF THE 63RD ANNUAL MEETING OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS, VOL 1: LONG PAPERS",1,,,,,,,,,,,,,,WOS
10.1109/TASLPRO.2025.3579303,,10.1109/TASLPRO.2025.3579303,Speaker Adaptive Mixture of Weight-Decomposed LoRA Experts for On-Device End-to-End ASR,"Zhao, Qiuming; Sun, Guangzhi; Zhang, Chao; Xu, Mingxing; Zheng, Thomas Fang",2025,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,0,,,,,,,,,,,,,,WOS
WOS:001612977900226,,,MoDE-CoTD: Chain-of-Thought Distillation for Complex Reasoning Tasks with Mixture of Decoupled LoRA-Experts,"Li, Xiang; He, Shizhu; Wu, Jiayu; Yang, Zhao; Xu, Yao; Yang, Jun; Liu, Haifeng; Liu, Kang; Zhao, Jun",2024,"PROCEEDINGS OF THE 2024 JOINT INTERNATIONAL CONFERENCE ON COMPUTATIONAL LINGUISTICS, LANGUAGE RESOURCES AND EVALUATION (LREC-COLING 2024)",6,,,,,,,,,,,,,,WOS
WOS:001693172600224,,,TimeStep Master: Asymmetrical Mixture of Timestep LoRA Experts for Versatile and Efficient Diffusion Models in Vision,"Zhuang, Shaobin; Guo, Yiwei; Ding, Yanbo; Li, Kunchang; Chen, Xinyuan; Wang, Yaohui; Wang, Fangyikang; Zhang, Ying; Li, Chen; Wang, Yali",2025,INTERNATIONAL CONFERENCE ON MACHINE LEARNING,0,,,,,,,,,,,,,,WOS
10.1109/TASLPRO.2025.3589856,,10.1109/TASLPRO.2025.3589856,Mixture of LoRA Experts With Multi-Modal and Multi-Granularity LLM Generative Error Correction for Accented Speech Recognition,"Mu, Bingshen; Wei, Kun; Guo, Pengcheng; Xie, Lei",2025,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,4,,,,,,,,,,,,,,WOS
10.1063/5.0203126,,10.1063/5.0203126,"X-LoRA: Mixture of low-rank adapter experts, a flexible framework for large language models with applications in protein mechanics and molecular design","Buehler, Eric L.; Buehler, Markus J.",2024,APL MACHINE LEARNING,29,,,,,,,,,,,,,,WOS
