Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number),matched_queries
"Zeng, XT; Xiang, SY; Zhao, HW; Han, YA; Yu, WT; Huang, ZQ; Shi, SX; Guo, XX; Zhang, YH; Shi, YC; Hao, Y",A Hardware-Aware Photonic Spiking-DDPG Reinforcement Learning Architecture for Continuous Control,2026,LASER & PHOTONICS REVIEWS,2,10.1002/lpor.202502481,Article,,WOS:001675207800001,Q10
"Mohaidat, T; Khalil, K",A Hardware-Oriented Federated GNN Approach for Wireless Localization and Misuser Detection,2026,ELECTRONICS,0,10.3390/electronics15143113,Article,,WOS:001831769000001,Q3
"Wang, ZH; Zhang, JL; Zhang, CY",A Heuristically Staged Multiagent Reinforcement Learning Method for the Coverage Search Problem of Decentralized Multiagent Systems,2026,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,0,10.1109/TSMC.2026.3660337,Article,,WOS:001702922100001,Q3
"Badoi, CI; Çetin, BK; Çetin, K; Karatas, Ç; Özbek, ME; Sahin, S","A Hierarchical Framework Leveraging IIoT Networks, IoT Hub, and Device Twins for Intelligent Industrial Automation",2026,APPLIED SCIENCES-BASEL,4,10.3390/app16020645,Article,,WOS:001670088800001,Q3
"Bakiya, K; Savarimuthu, N",A Horizontal Based Federated Learning Approach for Non-IID Data Distribution in Surgical Instrument Segmentation from MIS,2026,"COMPUTER VISION AND IMAGE PROCESSING, CVIP 2024, PT II",0,10.1007/978-3-031-93691-3_6,Proceedings Paper,,WOS:001566318300006,Q3
"Khanchandani, MP; Buch, S; Patel, B",A Hybrid AI-Based Model for Secure Image Encryption in Cloud Storage Systems,2026,"SOFT COMPUTING AND ITS ENGINEERING APPLICATIONS, ICSOFTCOMP 2025, PT II",0,10.1007/978-3-032-22062-2_23,Proceedings Paper,,WOS:001783631700023,Q3
"Pereira, RT; Córdoba, JV; Troya, AH; Goyes, LB; Torres, AC; Alegría, FV; Romero, AOC; Yela, GL",A Hybrid Address Normalization Framework Using Fine-Tuned LLMs to Enhance Geospatial Intelligence in Cancer Registries,2026,ELECTRONICS,0,10.3390/electronics15143176,Article,,WOS:001831740600001,Q8
"Jameel, A; Bajwa, IS; Sarwar, N; Kousar, T; Iqbal, S",A Hybrid Advanced Narrow AI Framework for Scalable Apparel Fit Prediction Using Modular DNN and Interpretable Attention-Driven TabNet,2026,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,0,10.1007/s44196-026-01438-1,Article,,WOS:001864341100002,Q5
"Hussein, SA; Répás, SR",A Hybrid Intrusion Detection Framework Using Deep Autoencoder and Machine Learning Models,2026,AI,5,10.3390/ai7020039,Article,,WOS:001699758200001,Q3
"Peng, YQ; Cai, WB; Xue, YX; Li, WY; Xu, N; Tang, JY; Braytee, A; Huang, WD; Hua, J; Anaissi, A",A Hybrid IoT-Machine Learning Framework for Real-Time Smart Healthcare Monitoring,2026,"ADVANCED INFORMATION NETWORKING AND APPLICATIONS, AINA-2026, VOL 3",0,10.1007/978-3-032-23286-1_3,Proceedings Paper,,WOS:001792557000003,Q3
"Wang, LL; Yan, L; Xu, SY; Li, JY; Liu, JG",A Hybrid Optical Neural Network With Diverse Parameterized Layers for Multifunctional Intelligent Processing,2026,JOURNAL OF LIGHTWAVE TECHNOLOGY,0,10.1109/JLT.2025.3646035,Article,,WOS:001705987100024,Q10
"Liu, YH; Fu, YN; Li, CY; Zhang, ZX; Cao, JF",A Joint Spectral-Spatial Adapter for Domain Generalization in High-Resolution Remote Sensing Image Segmentation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3703898,Article,,WOS:001828086600048,Q4
"Guo, ZX; Gu, XY; Li, BY; Cheng, YX; Xie, JH",A Jointly Optimized Retrieval-Augmented Generation System for Few-Shot Well Control Emergency Decisions Using Low-Rank Adaptation and Structured Prompts,2026,SPE JOURNAL,0,,Article,,WOS:001828813100018,Q8
"Wang, ZY; Goudarzi, M; Gong, MM; Buyya, R",A Knowledge Distillation-Empowered Adaptive Federated Reinforcement Learning Framework for Multi-Domain IoT Applications Scheduling,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,0,10.1109/TMC.2026.3672603,Article,,WOS:001815331200017,Q3
"Zhang, CJ; Liu, BS; Yao, XF; Jing, X",A Knowledge Graph and Large Language Model Framework for Customized Manufacturing: A Case Study in Furniture Panel Production,2026,IEEE ACCESS,1,10.1109/ACCESS.2025.3649287,Article,,WOS:001687406600006,Q8
"Shi, SQ; Wang, CF; Zhang, AG; Zhang, K; Chen, YH; Shen, JQ",A Knowledge Service System for Foundation Pit Engineering Based on LoRA and RAG,2026,ADVANCES IN CIVIL ENGINEERING,0,10.1155/adce/8953677,Article,,WOS:001843938800001,Q8
"Chen, HY; Xu, TY; Wu, XJ; Kittler, J",A Knowledge-Imparting Generative Modelling Framework for Heterogeneous Federated Learning,2026,IEEE-CAA JOURNAL OF AUTOMATICA SINICA,0,10.1109/JAS.2026.125840,Article,,WOS:001862949500015,Q3
"Huang, Y; Xia, YQ; Tao, R; Jiao, DL; Min, XQ; Zheng, JY; Jiang, YT; Wu, WJ; Du, PJ",A LLM-based agent for the construction of typhoon knowledge graphs,2026,ENVIRONMENTAL MODELLING & SOFTWARE,4,10.1016/j.envsoft.2026.106856,Article,,WOS:001668015800001,Q8
"Yin, YY; Cao, HY; Zhang, CS; Jin, FX; Liu, X; Lin, J",A LLaMA-Based Efficient Fine-Tuning Method for Image Captioning Using Multi-Feature Dynamic Prompts,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16041857,Article,,WOS:001699822100001,Q4;Q8
"Alsubait, T",A Large Language Model-Driven Autonomous Framework for Intelligent Cyber Threat Detection and Response,2026,CMC-COMPUTERS MATERIALS & CONTINUA,0,10.32604/cmc.2026.083550,Article,,WOS:001855768200001,Q8
"Mengmeng, Z; Heng, L",A Lightweight Deep Learning Framework for Chinese and Western Pastry Texture Evaluation and Defect Detection,2026,RECENT ADVANCES IN ELECTRICAL & ELECTRONIC ENGINEERING,0,10.2174/0123520965399383250806071752,Article,,WOS:001805961400001,Q5
"Patia, C; Nayak, SR; Jagadev, AK; Panda, AK",A Lightweight Deep-Feature and Agentic AI Fusion Framework for Automated Intracranial Hemorrhage Diagnosis from CT Images,2026,INTERNATIONAL JOURNAL OF SPECIAL EDUCATION,0,,Article,,WOS:001788494700003,Q5
"Atif, M; Khan, IA; Abrar, M; Ali, S; Shah, D; Tahir, M",A Lightweight Federated MLP Framework for Privacy-Preserving Brain MRI Classification,2026,APPLIED COMPUTATIONAL INTELLIGENCE AND SOFT COMPUTING,0,10.1155/acis/2118911,Article,,WOS:001843591500001,Q3
"Song, JQ; Wang, XF; Lu, PF",A Lightweight Identity Authentication Protocol for Vehicle Ad Hoc Network Based on PUF-Obfuscation,2026,SENSORS,0,10.3390/s26102971,Article,,WOS:001775482400001,Q3
"Qian, YW; Tang, MJ; Wang, XD; Ning, Z; Dong, H; Wang, YN",A Lightweight Informer-LSTM Hybrid Model for Real-Time Lithium-Ion Battery State of Charge Estimation on Edge Devices,2026,IEEE SENSORS JOURNAL,1,10.1109/JSEN.2026.3681264,Article,,WOS:001765059100020,Q10
"Huang, Z; Guo, YX; Huang, S; Zhao, MX",A Lightweight LLM-Based Semantic-Spatial Inference Framework for Fine-Grained Urban POI Analysis,2026,SMART CITIES,1,10.3390/smartcities9010013,Article,,WOS:001672656600001,Q8
"Diaf, A; Korba, AA; Jaafar, W; Karabadji, NE; Ghamri-Doudane, Y","A Lightweight Language-Model-Driven Agentic Framework for Intrusion Prediction, Detection, and Mitigation in 6G-Enabled IoT Networks",2026,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,0,10.1109/OJCOMS.2026.3725365,Article,,WOS:001862928300006,Q10
"Nguyen, D; Hoang, VD; Le, VTL",A Lightweight Multi-Scale Attention Model for Small Object Detection in UAV Imagery,2026,IEEE ACCESS,1,10.1109/ACCESS.2026.3656179,Article,,WOS:001674724600036,Q10
"Lin, JY; Chen, JG; Xiong, JC; Jiao, D; Zhao, WZ; Xiang, Y",A Lightweight Privacy-Preserving Federated Learning Framework for Heterogeneity-Resilient Skin Cancer Diagnosis,2026,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,5,10.1109/JBHI.2025.3578125,Article,,WOS:001841836400019,Q3
"Lu, XJ; Wang, XW; He, Q; Wang, X; Cheng, WL; Li, KX; Donta, PK; Yu, KP; Huang, M",A Lightweight Reinforcement Learning-Based Congestion-Aware Scheduling Framework for Blockchain-Enabled Multi-Access Edge Computing,2026,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,0,10.1109/TCE.2026.3677827,Article,,WOS:001788997300018,Q3
"Jeyaram, G; Vidhya, V; Dhanaraj, RK; Alabdultif, A",A Lightweight Sequential AI Framework for Real Time Intrusion Detection in Dynamic Vehicular Networks,2026,SCIENTIFIC REPORTS,1,10.1038/s41598-026-36103-2,Article,,WOS:001683236800002,Q3
"Kuo, CW; Wu, CX",A Lightweight Two-Stage Intrusion Detection Framework Optimized for Edge-Based IoT Environments,2026,CMC-COMPUTERS MATERIALS & CONTINUA,1,10.32604/cmc.2026.076767,Article,,WOS:001745397700001,Q10
"Palaz, ZH; Cege, EE; Maiga, B; Dalveren, Y; Dalveren, GGM; Kara, A; Soylu, A; Derawi, M",A Lightweight and Explainable AI Framework Toward Automated Infraocclusion Detection in Pediatric Panoramic Radiographs,2026,DIAGNOSTICS,0,10.3390/diagnostics16060866,Article,,WOS:001726311000001,Q5
"Sakaza, T; Kidando, E",A Literature Review on the Integration of Game Theory and Artificial Intelligence in Traffic Signal Control,2026,TRANSPORTATION RESEARCH RECORD,0,10.1177/03611981261468774,Article; Early Access,,WOS:001848528300001,Q3
"Yang, J; Ma, JT; Liang, G; Gong, WB",A Low-Complexity SBL-Based Method for 2-D DOA Estimation with Two L-Shaped Arrays,2026,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,0,10.1007/s00034-025-03391-4,Article,,WOS:001606181300001,Q10
"Mateus, CAG; Noetzold, D; Skolik, JMB; Leithardt, VRQ; De Paz, JF",A Low-Cost IoT Architecture for Micro-Zone Climate Prediction and Meteorological Forecasting,2026,ELECTRONICS,0,10.3390/electronics15143102,Article,,WOS:001831826100001,Q3
"Ren, T; Zhang, H; Chen, J; Liao, WL; Cheng, SY; Liu, J",A Lyapunov-based client selection approach to handle system-induced heterogeneity in federated learning,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116328,Article,,WOS:001792095600001,Q3
"Kumar, CS; Singh, AP",A Machine Learning Augmented Cooperative-Game Framework for Blockchain and Non-Fungible Token-Based Artwork Trading with Zero-Knowledge Proofs,2026,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,0,10.3791/68889,Article,,WOS:001731380000015,Q3
"Titouni, S; Messaoudene, I; Hedir, A; Djeffal, N","A Meta-Survey of Deep Learning for Intelligent Communications Systems: Taxonomy, Unified Famework and Future Directions",2026,APPLIED SCIENCES-BASEL,0,10.3390/app16168130,Review,,WOS:001858621100001,Q3
"Li, YB; Liu, L; Zheng, J",A Method for Named Entity Recognition in Military Intelligence Domain Using Large Language Models,2026,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY,1,10.11999/JEIT250764,Article,,WOS:001723217100018,Q9
"Ciardiello, L; Agnello, P; Petyx, M; Martinelli, F; Cesarelli, M; Santone, A; Mercaldo, F",A Method for Workout Video Classification via Explainable and Federated Learning,2026,BIOENGINEERING-BASEL,0,10.3390/bioengineering13060603,Article,,WOS:001802690500001,Q3
"Zhang, JJ; Noh, G",A Metric-Aware Analysis of Trigger-Guided Adapter Training for Hallucination Mitigation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3716949,Article,,WOS:001837848500029,Q8
"Zhu, SB; Fu, ML; Zhang, HF; Jiao, HY; Zhao, YH; Wu, ZX; Wang, HM; Song, BH",A Mixture of Experts Model for Third-Party Pipeline Intrusion Detection Using DAS,2026,SENSORS,1,10.3390/s26061955,Article,,WOS:001726157000001,Q10
"Raheem, M; Eltazi, N; Papazoglou, M; Krämer, B; Elgammal, A",A Model-Driven Engineering Approach to AI-Powered Healthcare Platforms,2026,INFORMATICS-BASEL,0,10.3390/informatics13020032,Article,,WOS:001700247200001,Q3
"Geroski, T; Bolhassani, M; Singam, NS; Battisha, A; Filipovic, N; Kalra, D; Amini, AA",A Modular Deep Learning Pipeline for Echocardiographic Video Classification of Heart Failure,2026,MEDICAL IMAGING 2026: CLINICAL AND BIOMEDICAL IMAGING,0,10.1117/12.3088015,Proceedings Paper,,WOS:001767239300053,Q5
"Lau, MC; Pottier, N",A Modular Vision System for Practical Object Detection on Resource-Constrained Humanoid Robots,2026,BIOMIMETICS,0,10.3390/biomimetics11060363,Article,,WOS:001802686200001,Q5
"Chi, B; Chen, Y; Li, CJ; Xu, SY; Zhang, YL; Chen, XQ",A Multi-Step location prediction model based on large language model knowledge distillation and experts integration,2026,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,0,10.1016/j.trc.2026.105668,Article,,WOS:001736504200001,Q5
"Ray, JK; Mim, SS; Logofatu, D",A Multi-layer Trust and Privacy Architecture for Decentralized AI Systems,2026,"INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING-IDEAL 2025, PT II",0,10.1007/978-3-032-10489-2_30,Proceedings Paper,,WOS:001716996400030,Q3
"Cheewaprakobkit, P; Shih, TK; Chu, CC; Lin, YC",A Multi-stage Framework for Controllable Symbolic Music Generation via LLaMA Modeling,2026,"UBI-MEDIA COMPUTING, PERVASIVE SYSTEMS, ALGORITHMS AND NETWORKS, UBI-MEDIA 2026",0,10.1007/978-981-95-9843-4_17,Proceedings Paper,,WOS:001816068100017,Q8
"Saldanha, AD; Aniket, RT; Ahibhruth, A; Jem, I; Babu, BS; Mohana; Chalva, A",A Multimodal AI-Driven Framework for Adaptive Learning of Differently-Abled Learners Using Deep Learning and Real-Time Gesture Recognition,2026,IEEE ACCESS,1,10.1109/ACCESS.2026.3656016,Article,,WOS:001673759200017,Q3
"Yan, RD; Suo, CY; Xu, Y",A Multimodal and Fine-Tuned Large-Language Model for XPLE Cable Health Assessment,2026,IEEE TRANSACTIONS ON POWER DELIVERY,0,10.1109/TPWRD.2026.3678793,Article,,WOS:001772956400032,Q8
"Lu, KY; Zhao, X; Li, MC; Wang, ZK; Zheng, LP; Zhang, YK",A Multitask Learning Framework With Feature Interaction and Attention Mechanism for Land Use and Urban Village Classification,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,1,10.1109/TGRS.2026.3685992,Article,,WOS:001756841400026,Q4
"Ding, SX; Johns, E; Orlichenko, A; Fredericks, C; Zhao, YZ",A NOVEL BAYESIAN FRAMEWORK UNCOVERING BRAIN CONNECTIVITY-TO-SHAPE RELATIONSHIP IN PRECLINICAL ALZHEIMER'S DISEASE,2026,ANNALS OF APPLIED STATISTICS,0,10.1214/26-AOAS2154,Article,,WOS:001819837900026,Q5
"Al Kadah, A; Balta, D","A New Framework for Decentralized Social Networks: Harnessing Blockchain, Deep Learning, and NLP (vol 12, pg 163, 2025)",2026,HITTITE JOURNAL OF SCIENCE AND ENGINEERING,0,10.17350/HJSE19030000363,Correction,,WOS:001828637400009,Q3
"Abdellah, M; Hesham, A; Salah, A; Behery, GM",A New Lossless Compression Paradigm for Federated Learning: A Quantile-Based Framework for Bandwidth Efficiency Without Accuracy Degradation,2026,INFORMATION,0,10.3390/info17060528,Article,,WOS:001802461900001,Q3
"Zhang, CH; Hu, ZY; Li, YJ; Zhang, Y; Hua, CC",A New Neural Network PI-Funnel Distributed Control for Cooperative Manipulator With Global Prescribed Performance,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,0,10.1109/TNNLS.2025.3648714,Article,,WOS:001652584000001,Q3
"Sanu, AS; Chitra, M",A Novel Federated Approach to Model Aggregation for Global Model in Cooperative Wireless Communication,2026,CYBERNETICS AND SYSTEMS,1,10.1080/01969722.2025.2551007,Article,,WOS:001566057200001,Q3
"Steiner, A",A Novel Machine Learning Model for Non-Invasive EEG-Based Inner-Speech Translation in ALS,2026,"2026 14TH INTERNATIONAL CONFERENCE ON BRAIN-COMPUTER INTERFACE, BCI",0,10.1109/BCI69045.2026.11435085,Proceedings Paper,,WOS:001789399400046,Q1;Q8
"Usman, G; Ahmad, U; Safdar, S; Bashir, K; Adnan, A; Nasir, A; Iqbal, S",A Novel Maize Plant Disease Classification using Federated Machine Learning in Smart Agriculture,2026,DATA INTELLIGENCE,0,10.3724/2096-7004.di.2025.0097,Article,,WOS:001799546300001,Q3
"Huang, SQ; Zhu, JQ; Ma, T; Tong, Z; Fan, YL; Huang, XM",A Novel Method for Diagnosing Asphalt Pavement Distress Causes Based on Knowledge Graph and Case-Based Reasoning,2026,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,0,10.1109/TITS.2026.3679611,Article,,WOS:001737610700001,Q9
"Chai, YD; Liu, HX; Liu, X; Wang, L; Liu, Y; Wang, JQ",A Novel Personalized Federated Learning Method for Privacy-Preserving Smart Mobile Health Monitoring,2026,INFORMS JOURNAL ON COMPUTING,0,10.1287/ijoc.2023.0521,Article; Early Access,,WOS:001760026100001,Q3
"Liu, ZH; Liu, GH; Zhang, J; Wang, CL; Jiang, T",A Novel Perspective on Gradient Defense: Layer-Specific Protection Against Privacy Leakage,2026,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,0,10.1109/TIFS.2026.3667457,Article,,WOS:001717556700008,Q3
"Shaukat, N; Islam, MR; Shah, SAA; Khan, JA",A Novel Physics-Constrained and Nature-Inspired Reinforcement Learning With Adaptive Model Predictive Control for Multi-Machine Renewable Rich Microgrids,2026,IET SMART GRID,0,10.1049/stg2.70075,Article,,WOS:001825755000001,Q3
"Wang, YF; Cao, XH; Jin, S; Chow, MY",A Novel Privacy Enhancement Scheme with Dynamic Quantization for Federated Learning,2026,IEEE TRANSACTIONS ON SIGNAL PROCESSING,0,10.1109/TSP.2026.3653846,Article,,WOS:001687321200007,Q3
"Nissar, N; Karroum, M",A Novel and Robust Intrusion Detection Model for VANETs Using 1D-CNN and RFOA-Optimized XGBoost,2026,ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,0,10.1007/s13369-026-11261-7,Article; Early Access,,WOS:001732089200001,Q3
"Mahar, IA; Wu, LB; Rahu, GA; Maher, ZA",A PSO-Optimized gradient boosting framework for flow-based DDoS detection in software-defined networks,2026,PEER-TO-PEER NETWORKING AND APPLICATIONS,0,10.1007/s12083-026-02284-w,Article,,WOS:001854340900001,Q10
"Liu, TX; Ren, HB; Tong, PW; Wang, W; Li, QJ; Xia, M; Sun, Y; Cao, RR; Song, B; Li, ZW; Liu, HJ",A Parameter-Agnostic Adaptive Compensation in Memristor-Based Neuromorphic Systems for Parasitic Resistance,2026,MICROMACHINES,0,10.3390/mi17040481,Article,,WOS:001750036200001,Q10
"Cantini, R; Gabriele, N; Orsino, A",A Parameter-Efficient Approach to Distilling Large Language Models via Meta-learning,2026,"NEW TRENDS IN DATABASE AND INFORMATION SYSTEMS, ADBIS 2025",0,10.1007/978-3-032-05727-3_36,Proceedings Paper,,WOS:001595536700036,Q1;Q8
"Wang, SY; Ma, LR; Wang, Y; Li, DG; Luo, JB",A Physics-Guided Aeromagnetic Interference Compensation Method for Geomagnetic Sensing in GNSS-Denied UAV Swarm Systems,2026,DRONES,0,10.3390/drones10040252,Article,,WOS:001751792400001,Q10
"Zhu, J",A Priority-Aware Multi-Agent Reinforcement Learning Framework for Collaborative Intelligent Sensing in Social IoT,2026,SENSORS,0,10.3390/s26165298,Article,,WOS:001859993400001,Q10
"Bhuvaneswari, K; Varalakshmi, M",A Privacy-Aware Federated Framework With Self-Regulating Differential Privacy and Ontology-Based Lexical Substitution for Safe Clinical LLM Querying,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3710822,Article,,WOS:001837828200029,Q3
"Nguyen, K; Khan, T; Abdinasibfar, H; Michalas, A",A Privacy-Centric Approach: Scalable and Secure Federated Learning Enabled by Hybrid Homomorphic Encryption,2026,"MACHINE LEARNING AND PRINCIPLES AND PRACTICE OF KNOWLEDGE DISCOVERY IN DATABASES, ECML PKDD 2025, PT IV",0,10.1007/978-3-032-19105-2_20,Proceedings Paper,,WOS:001782326200020,Q3
"Liu, HZ; Xie, L; Ru, ZQ; Wan, Y; Zhang, Z; Fang, X",A Privacy-Preserving Aggregation Mechanism with Multi-Key Support and Short Ciphertexts for Federated Learning,2026,CMC-COMPUTERS MATERIALS & CONTINUA,0,10.32604/cmc.2026.082755,Article,,WOS:001839154200001,Q3
"Monschein, D; Knecht, M; Al Samara, M; Peregrina, JA; Piotrowski, T; Gohlke, S; Bennis, I; Azan, W; Abouaissa, A; Garcia-de-Prado, A; Gilg, M; Neumann, EM; Nochta, Z; Ortiz, G; Szilagyi, I; Waldhorst, OP; Zirpins, C",A Privacy-Preserving Behavioral Authentication Framework for Public Transport Applications,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3694816,Article,,WOS:001783764800042,Q3
"Alnaim, AK; Albarrak, KM",A Privacy-Preserving Federated Learning Framework for Web User Behavior over Fog Infrastructure,2026,SYSTEMS,1,10.3390/systems14040442,Article,,WOS:001750246700001,Q3
"Kavitha, R; Gour, S; Arvind, T; Anathan, SS",A Privacy-Preserving Federated Learning Protocol for Secure Analytics of IoT Sensor Data Using Homomorphic Encryption,2026,"PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON DATA SCIENCE, MACHINE LEARNING AND APPLICATIONS, VOL 2, ICDSMLA 2024",0,10.1007/978-981-95-5835-3_27,Proceedings Paper,,WOS:001782093700027,Q3
"Murmu, A; Kumar, N; Singh, A; Singh, KK",A Privacy-Preserving Healthcare System Using Secure Federated Learning and Blockchain for Industry 5.0,2026,IEEE COMMUNICATIONS STANDARDS MAGAZINE,1,10.1109/MCOMSTD.2025.3594779,Article,,WOS:001708008800026,Q3
"Niro, F; Di Renzo, M; Agnello, P; Petyx, M; Ciaramella, G; Martinelli, F; Cesarelli, M; Santone, A; Mercaldo, F",A Privacy-Preserving Method for Explainable Multiple Sclerosis Detection Through Federated Machine Learning,2026,"IMAGE ANALYSIS AND PROCESSING-ICIAP 2025 WORKSHOPS, PT II",0,10.1007/978-3-032-11381-8_3,Proceedings Paper,,WOS:001734341300003,Q3
