Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Liang Z.; Liu K.; Ning T.; Li P.; Zhang S.; Wei Y.,The application of artificial intelligence in the diagnosis and treatment of cholangiocarcinoma; [人工智能在胆管癌诊疗中的应用],2026,Journal of Capital Medical University,0,10.3969/j.issn.1006-7795.2026.01.024,Article,,2-s2.0-105038744489,Q7
Kong Y.; Chen H.; Chen Y.; Wang C.,The application of artificial intelligence in the intersection of metabolic dysfunction-associated steatotic liver disease and cardiovascular diseases,2026,Frontiers in Immunology,2,10.3389/fimmu.2026.1788249,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035819408,Q3
Wu Y.; Liu C.,The application of federated learning frameworks in distributed data processing for rural households,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3112427,Conference paper,,2-s2.0-105040106288,Q7
Wu H.; Ghorbian M.,The application of federated learning in breast cancer diagnosis and treatment: a survey,2026,Artificial Intelligence Review,1,10.1007/s10462-026-11574-x,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105043571493,Q3
Marrella D.; Anttila T.; Ryhänen J.; Miller R.; Liu B.; Liverneaux P.,The balance between artificial and human intelligence in clinical practice,2026,Journal of Hand Surgery: European Volume,5,10.1177/17531934251401382,Review,,2-s2.0-105027537409,Q3
Abid F.; Zhang Z.; Farooque G.; Zulqarnain R.M.; Rasheed J.; Osman O.; Alsubai S.; Jamel L.,The digital orchard: advanced data-driven technologies in apple breeding and genetic modification,2026,Frontiers in Plant Science,1,10.3389/fpls.2025.1725617,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028397709,Q3
Kazempour A.; Grzes M.,The effect of attention in cooperative MARL environments with shared rewards,2026,Neural Networks,0,10.1016/j.neunet.2026.109206,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105041498156,Q3;Q7
Hindorf M.; Liif E.; Jonson C.-O.; Lundberg L.; Jonsson A.; Berggren P.,The effects of learning during Swedish naval training: a quantitative study of simulation-based exercises—a case study,2026,Journal of Defense Modeling and Simulation,0,10.1177/15485129241288241,Article,,2-s2.0-85212671096,Q3
Miller L.; Treleaven I.; El Amrani A.-I.; Rossman E.I.; Winters B.R.; Pugsley M.K.,The emerging use of artificial intelligence in safety pharmacology and toxicology,2026,Journal of Pharmacological and Toxicological Methods,1,10.1016/j.vascn.2026.108424,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105038644064,Q3
Chen D.; Gong Y.; Chen J.; He R.,The evolution and future of advanced control strategies for chiller plant sequence and optimal loading in buildings: a review of modern control theory and artificial intelligence algorithms,2026,Energy and Buildings,0,10.1016/j.enbuild.2026.117578,Review,,2-s2.0-105039455990,Q3;Q7
Ali G.; Shah S.; AElAffendi M.; Asim M.; Hammad M.,The evolving landscape of few shot learning in medical image diagnosis a scoping review,2026,Discover Applied Sciences,2,10.1007/s42452-025-08188-3,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029559172,Q3
Glaser P.-L.; Sallinger E.; Bork D.,The extended EA ModelSet—a FAIR dataset for researching and reasoning enterprise architecture modeling practices,2026,Software and Systems Modeling,2,10.1007/s10270-025-01278-1,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-86000042181,Q3
Aprilianty F.; Matsuura Y.; Takahashi M.,The future of consumer intelligence: A systematic literature review of AI in neuromarketing,2026,Computers in Human Behavior Reports,0,10.1016/j.chbr.2026.101239,Review,All Open Access; Gold Open Access,2-s2.0-105046833111,Q3
Jordan P.; Hu J.; Mizzon G.; Agüero-Gamboa P.; Olmeo C.; Tian D.; Freistaedter A.; Birkel J.; Haselmann U.; Acuna C.; Mogler C.; Meng X.-J.; Lozach P.-Y.; Schütz A.K.; Bartenschlager R.; Dao Thi V.L.,The hepatitis E virus capsid protein forms amyloid-like fibrils that sequester TANK-binding kinase 1 to dampen antiviral responses,2026,Cell Reports,0,10.1016/j.celrep.2026.117513,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041066936,Q4
Ma G.; Wang W.; Qiao G.; Lei H.,The hierarchical structure of research teams and its association with performance,2026,Journal of Informetrics,0,10.1016/j.joi.2026.101804,Article,,2-s2.0-105035617099,Q7
Karaismailoğlu R.; Bozbuğa N.,"The historical evolution, technological transformation, and future vision of personalized medicine: a narrative review",2026,Personalized Medicine,0,10.1080/17410541.2026.2715375,Review,,2-s2.0-105046923619,Q3
Mohamed G.S.K.; Diab M.F.S.; Alshammari M.B.S.; Alhamdan A.S.; Alazzam M.B.,"The intersection of AI, ML, and data privacy law: Regulatory challenges and solutions",2026,AIP Conference Proceedings,0,10.1063/5.0330568,Conference paper,,2-s2.0-105043738706,Q3
Wheeler C.E.; Begliomini F.; Holcomb A.; Keshav S.; Madhavapeddy A.; Coomes D.,The path to robust evaluation of carbon credits generated by forest restoration and REDD+ projects,2026,Remote Sensing of Environment,2,10.1016/j.rse.2025.115041,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105019959555,Q3
Guo Z.; Zhang T.; Song Q.; Ma J.,The research on remote fault diagnosis system for substations based on deep learning,2026,AIP Advances,0,10.1063/5.0315220,Article,All Open Access; Gold Open Access,2-s2.0-105036251584,Q3
Ruiz-Ogarrio J.S.; Velasco J.M.; Estévez-Mendoza C.,The road to decentralization: Optimal coverage on Decentralized Physical Infrastructure Networks (DePIN),2026,Finance Research Letters,2,10.1016/j.frl.2025.109115,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105025549087,Q3
Yousaf M.W.; Nadeem A.H.; Nadeem M.F.; Qaisar R.,"The role of artificial intelligence in sarcopenia: Advances, applications, and future directions",2026,Computational Biology and Chemistry,3,10.1016/j.compbiolchem.2026.108930,Review,,2-s2.0-105029002936,Q3
Hassija V.; Majumder T.; Roy D.; Piyush R.; Chamola V.,The role of large language models (LLMs) in enhancing intelligent transportation systems: A survey,2026,Vehicular Communications,5,10.1016/j.vehcom.2025.100996,Review,,2-s2.0-105027203400,Q3
Sultana A.; Sarma K.K.,The shift from centralized analytics to federated learning in smart grids: a comprehensive review,2026,Knowledge and Information Systems,0,10.1007/s10115-026-02793-3,Review,,2-s2.0-105043650161,Q3
Lim Y.X.; Ming L.C.; Ng N.C.-S.; Leow S.; Ingle R.G.,The transformative and turbulent integration of artificial intelligence in clinical trials: a critical review,2026,Discover Computing,1,10.1007/s10791-026-10205-x,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041082106,Q3
Wang R.; Ding X.; Zhang W.; Shi T.,"The transformative potential of artificial intelligence in pediatric medicine: Current applications, methodological challenges, and future directions",2026,Pediatric Investigation,1,10.1002/ped4.70061,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037320687,Q3
Toscani G.,The unknown-known trap: navigating invisible expertise boundaries in machine learning,2026,AI and Society,1,10.1007/s00146-026-03120-8,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105042608896,Q3
Litvinov Y.; Mezhenkov A.; Sudip T.; Sushkova S.; Samoylov A.; Melnik E.; Kozlovskiy A.; Kuchmenko E.; Minkina T.; Shuvaev E.; Nemtseva A.; İslamzade R.,Theoretical foundations for developing a digital soil twin for Southern Russia,2026,Eurasian Journal of Soil Science,1,10.18393/ejss.1841018,Article,All Open Access; Gold Open Access,2-s2.0-105028029205,Q3
Tripathi S.; Kashyap G.S.; Nasim M.; Yang J.; Gao J.; Naseem U.,"They Said Memes Were Harmless - We Found the Ones That Hurt: Decoding Jokes, Symbols, and Cultural References",2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,0,10.1145/3774904.3792718,Conference paper,All Open Access; Green Open Access,2-s2.0-105038585146,Q4
Al Humdan E.,Thinking in transit: integrating LLMs and multi-agent systems for agile port-centred container logistics,2026,Array,0,10.1016/j.array.2026.101213,Article,All Open Access; Gold Open Access,2-s2.0-105049065023,Q3
Nezhad M.M.; Atmaca U.I.; Kasyap H.; Maple C.; He L.,Threat landscape of Edge-AI-assisted connected autonomous vehicles (CAV),2026,Internet of Things (The Netherlands),0,10.1016/j.iot.2026.101973,Article,,2-s2.0-105039848316,Q3
Sathish C.; Khan A.; Haldankar D.; Nikhita G.; Shruthi L.,Threat-Adaptive Post-Quantum Authentication Pipeline for Telemedicine,2026,"Proceedings of the 2026 13th International Conference on Computing for Sustainable Global Development, INDIACom 2026",0,10.23919/INDIACom70271.2026.11526066,Conference paper,,2-s2.0-105041880183,Q3
Ashwini N.; Dava S.; Phanindra A.R.; Ranjith kumar G.; Rajkumar K.V.; Sravanthi N.,ThreatFedChainAI: an adaptive edge blockchain architecture for big data-driven threat analytics in IoT networks,2026,Scientific Reports,2,10.1038/s41598-025-31164-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027277182,Q3
Muruganandhan S.; Shakthi Sundaresan S.; Sakthi Mahendara S.; Kaif M.; Jayashree G.; Sarunesh S.,ThreatGuardianFlow: A Novel Intrusion Detection Framework for Enhanced Security in Dynamic Network Environments,2026,"Proceedings of the 2026 13th International Conference on Computing for Sustainable Global Development, INDIACom 2026",0,10.23919/INDIACom70271.2026.11526298,Conference paper,,2-s2.0-105041786864,Q3
Lai J.; Yavari M.; Lee P.V.S.; Ackland D.C.,Three-Dimensional human motion analysis using LiDAR technology: A systematic review,2026,Journal of Biomechanics,0,10.1016/j.jbiomech.2026.113292,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105036021106,Q3
Si W.; Zhao J.; Ju H.; Xing Q.; Guo H.; Guo X.,Three-dimensional solar interfacial evaporation for desalination: From coupled transport regulation to practical freshwater productivity,2027,Renewable and Sustainable Energy Reviews,0,10.1016/j.rser.2026.117372,Review,,2-s2.0-105046998669,Q3
Jafari F.; Karami A.,Throughput Maximization through Distributed Dynamic Flow Regulation in On-chip Networks,2026,Journal of Supercomputing,0,10.1007/s11227-026-08771-4,Article,,2-s2.0-105048156513,Q3
Gebremeskel H.G.; Feng C.; Abera A.M.; Binegde G.N.,TigCLaF: a cross-lingual large language model framework for sentiment-aware text classification in low-resource tigrigna,2026,Scientific Reports,0,10.1038/s41598-026-42786-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036351742,Q1
Gebremeskel H.G.; Feng C.; Abera A.M.; Zhao X.,TigXMM: A Multimodal Cross-Lingual Transfer LLM Method for Low-Resource Sentiment Analysis: Multimodal Low-Resource Tigrigna Sentiment Analysis,2026,ICDAR 2026 - 2026 7th International Workshop on Intelligent Cross-Data Analysis  and Retrieval,0,10.1145/3810987.3815534,Conference paper,All Open Access; Gold Open Access,2-s2.0-105046079720,Q4
Li S.; Zhang B.; Zheng J.; Liu Z.; Zhang X.; Ye G.; Yang C.; Wang L.; Tang H.,Time-LLM-based multisource and multihorizon deformation forecasting for dam safety monitoring,2026,Results in Engineering,2,10.1016/j.rineng.2026.110407,Article,All Open Access; Gold Open Access,2-s2.0-105036216962,Q4
Zhu K.; Wang Y.; Zhang L.,TimeNLP: Efficient Time Series Captioning via Decoupled Latent Semantic Alignment,2026,"2026 3rd International Conference on Smart Grid and Artificial Intelligence, SGAI 2026",0,10.1109/SGAI69026.2026.11565826,Conference paper,,2-s2.0-105043994386,Q1
Han H.; Trimi S.; Lee S.M.,Tiny Machine Learning (TinyML): Research trends and future application opportunities,2026,Array,6,10.1016/j.array.2025.100674,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105026656074,Q3
Jain V.; Gupta A.; Verma P.; Gill S.S.,TinyFed6G: Federated Learning With TinyML for Resource-Constrained Intelligence in 6G Edge Networks,2026,IEEE Wireless Communications,7,10.1109/MWC.2025.3649785,Article,,2-s2.0-105027980210,Q3
Zhu X.; Polin J.A.; Lu S.,TinyLite: Efficient Edge Intelligence for Real-Time Spam Detection under Device Constraints,2026,"Proceedings - 2026 IEEE 4th International Conference on Mobility, Operations, Services and Technologies, MOST 2026",0,10.1109/MOST69733.2026.00042,Conference paper,,2-s2.0-105041680965,Q3
Qin S.; Chen Y.; Masuduzzaman M.; Xu C.; Li R.; Wu T.; Fu D.; Jiang W.; Gadekallu T.R.,"TinyML for Eddy Current Testing: A Review of Advances, Challenges, and Applications",2026,IEEE Internet of Things Journal,2,10.1109/JIOT.2026.3685248,Review,,2-s2.0-105036652623,Q3
Lamba A.K.; Pal D.; Koli S.; Yamsani N.; Saini A.,"TinyML for Edge Devices: Current State, Technological Advancements, and Future Opportunities",2026,"Conference Proceedings - 1st International Conference on Advancing Sustainable Solutions through Technologies, ICASST 2026",0,10.1109/ICASST68917.2026.11484504,Conference paper,,2-s2.0-105038463538,Q3
Sodhro A.H.; Mughal M.I.Y.,TinyML-driven Edge Intelligence for Sustainable IoT in 6G Networks,2026,"2026 IEEE Wireless Communications and Networking Conference Workshops, WCNCW 2026",0,10.1109/WCNCW67598.2026.11555672,Conference paper,,2-s2.0-105043398192,Q3
Tao Y.; Jia J.; Deng T.,TinySLFL: A Flash-Endurance-Aware Federated Edge Learning Framework with Layer-Wise Delayed Aggregation for Resource-Constrained Microcontrollers,2026,Electronics (Switzerland),0,10.3390/electronics15102084,Article,All Open Access; Gold Open Access,2-s2.0-105040080072,Q3
Zheng Y.; Jia Z.; Guan Z.; Chen Y.; Zhou R.; Kendrick K.M.; Jiang X.,ToPPFed: Topological Prototype-Enhanced Personalized Federated Learning for Neuropsychiatric Disorders Identification,2026,IEEE Transactions on Medical Imaging,0,10.1109/TMI.2026.3725153,Article,,2-s2.0-105048583946,Q7
Furuya T.,Token adaptation via side graph convolution for efficient fine-tuning of 3D point cloud transformers,2026,Machine Vision and Applications,0,10.1007/s00138-026-01802-3,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105033917353,Q10
Yoo E.; Kang J.; Choi S.; Kim Y.; Sim J.,Token-Based Task-Aware Knowledge Distillation for Encoder Adaptation,2026,IEEE Access,0,10.1109/ACCESS.2026.3705468,Article,All Open Access; Gold Open Access,2-s2.0-105043193188,Q4
Tan C.; Wen R.; Li R.; Zhao Z.; Hossain E.; Zhang H.,Tool-Aided Evolutionary LLM for Generative Policy Toward Efficient Resource Management in Wireless Federated Learning,2026,IEEE Journal on Selected Areas in Communications,2,10.1109/JSAC.2025.3645754,Article,,2-s2.0-105025660092,Q3
Zou Y.; Li G.; Wang Y.; Ning B.; Wang S.,Topic-aware influence maximization based on deep reinforcement learning and group relative optimization,2026,Applied Soft Computing,0,10.1016/j.asoc.2026.114786,Article,,2-s2.0-105029227530,Q7
Zhang X.; Jia L.; Kang X.; Kong B.; Liu Y.; Liu S.,TopoAttn-MultiAgent: A Deep Reinforcement Learning Approach for Optimizing Collaborative Agricultural Machinery Scheduling,2026,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD",0,10.1109/CSCWD68734.2026.11582774,Conference paper,,2-s2.0-105044900376,Q7
Xu J.; Wang Q.; Lin C.; Fan W.,TopoMSG: A Topology-Aware Multi-Scale Graph Network for Social Bot Detection,2026,"Computers, Materials and Continua",0,10.32604/cmc.2025.071661,Article,All Open Access; Gold Open Access,2-s2.0-105027325773,Q7
He H.; Peng Z.; Shang P.; Li Y.; Pei X.,Topological Attention Graph Neural ODE Deep Clustering for UAV Swarms in Encirclement Attack Scenarios,2026,IEEE Transactions on Aerospace and Electronic Systems,2,10.1109/TAES.2025.3621120,Article,,2-s2.0-105019567179,Q7
Premnath K.; Pandiaraj S.; Swedha V.; Saravanan N.,Topological Deep Learning Approaches for Understanding Structural Brain Network Alterations in Depression,2026,"IEEE International Conference on Intelligent Systems, Smart and Green Technologies: Harnessing Generative AI to Foster Innovation in Energy, Education, and Healthcare for Achieving the SDGs, ICISSGT 2026",0,10.1109/ICISSGT67741.2026.11483962,Conference paper,,2-s2.0-105040707052,Q7
Liu X.; Li S.; An R.; Wang Z.; Xian Y.; Bai X.,Topological feature learning for cross-view multi-target track-to-track association in UAV-based observation,2027,Pattern Recognition,0,10.1016/j.patcog.2026.114650,Article,,2-s2.0-105048473115,Q7
Karthika M.; Ravi R.; Pandey A.; Kumar Singh A.; Muthukannan K.; Kumar G G.,Topology-Aware Hierarchical Multi-Agent Deep Reinforcement Learning for Virtual Power Plants,2026,"Proceedings of the International Conference on Smart Electronic Devices and Intelligent Systems, ICSEDIS 2026",0,10.1109/ICSEDIS68157.2026.11517950,Conference paper,,2-s2.0-105041824718,Q3;Q7
Sivakumar A.; Arthy G.; Srithar S.; Saritha K.; Jayachandran T.; Premalatha M.,Topology-Aware IoT–Fog Task Offloading via Graph Neural Networks and Meta-enhanced Reinforcement Learning with Energy–Latency Optimization,2026,SN Computer Science,0,10.1007/s42979-026-05061-x,Article,,2-s2.0-105040542359,Q7
Gao K.; Zhang C.; Du J.; Wang J.,Topology-Aware MoE RL for UAV-Oriented MEC Service Migration and DNN Partitioning,2026,"2026 IEEE International Conference on Communications Workshops, ICC Workshops 2026 - Proceedings",0,10.1109/ICCWorkshops63917.2026.11586402,Conference paper,,2-s2.0-105045592102,Q7
Tang Q.; Sun W.; Liu Z.; Hatziargyriou N.D.; Xiao Y.; Yuan X.,Topology-Aware Stable Multi-Agent Reinforcement Learning Framework for Air–Ground–WANET Inspection,2026,IEEE Transactions on Network Science and Engineering,0,10.1109/TNSE.2026.3678873,Article,,2-s2.0-105034898850,Q7
Peng J.; Li W.; Vlaski S.; Ling Q.,Topology-Independent Learning Error of the Weighted Mean under Label Poisoning Attacks in Heterogeneous Decentralized Learning,2026,IEEE Transactions on Signal and Information Processing over Networks,0,10.1109/TSIPN.2026.3712234,Article,,2-s2.0-105045361812,Q3
Wu J.; Fang X.; Wang J.; Yin B.; Li T.,Topology-aware Dynamic Offloading for MEC-enabled MAPC Wi-Fi Networks: A Multi-Agent Hierarchical DRL Framework,2026,IEEE Transactions on Vehicular Technology,0,10.1109/TVT.2026.3705747,Article,,2-s2.0-105043611206,Q7
Razmarashooli A.; Okumu M.; Salazar D.; Chua Y.K.; Laflamme S.; Hu C.; Schrader P.T.; Blasch E.,Topology-informed deep learning estimation using feedforward attention layer for high-rate state estimation,2026,Neural Computing and Applications,0,10.1007/s00521-026-12289-4,Article,,2-s2.0-105042620809,Q3
Ching C.-W.; Chen X.; Kim T.; Kuo J.-J.; Da Silva D.; Hu L.,Totoro+: An Adaptive and Scalable Edge Federated Learning System,2026,IEEE Transactions on Parallel and Distributed Systems,0,10.1109/TPDS.2026.3696917,Article,All Open Access; Green Open Access,2-s2.0-105040210651,Q3;Q7
Chen S.; Zhou Y.; Tu P.; Chen L.; He Q.; Qiao S.; Zhang H.; Liu X.,Toward Accessible AI Research for Complex Batch Biochemical Processes,2026,IEEE Transactions on Instrumentation and Measurement,1,10.1109/TIM.2026.3655901,Article,,2-s2.0-105028725961,Q3
Li Y.; Hu J.; Zhang H.; Zhou Y.; Yang N.; Yuan D.; Ding W.,Toward Better Privacy-Protected Federated Learning for Healthcare Services in Non-IID Scenarios,2026,IEEE Transactions on Emerging Topics in Computational Intelligence,0,10.1109/TETCI.2026.3670926,Article,,2-s2.0-105033618441,Q3
Arsalan A.; Umer T.; Asif Rehman R.; Abdelmoniem A.M.; Mumtaz S.,"Toward Collaborative Intelligence in Digital Twin-Based Federated Deep Reinforcement Learning: Applications, Case Studies, and Challenges",2026,IEEE Network,5,10.1109/MNET.2025.3592547,Article,,2-s2.0-105012264262,Q3
Wang S.; Liu J.; Xu H.; Tang C.; Ma Q.; Huang L.,Toward Communication-Efficient Decentralized Federated Graph Learning Over Non-IID Data,2026,IEEE Transactions on Mobile Computing,2,10.1109/TMC.2025.3641696,Article,,2-s2.0-105024588634,Q7
Pan Q.; Nakao A.,Toward Effective and Sustainable Traffic Management With Network Scaling Configuration: A Federated FSL Approach,2026,IEEE Transactions on Network Science and Engineering,1,10.1109/TNSE.2025.3589368,Article,,2-s2.0-105012302921,Q3
Fu J.; Fang J.; Sun J.; Zhuang S.; Liu Y.; Lv Z.,Toward Efficient Distributed Network Security: A Lightweight Multitask Traffic Analysis Framework,2026,IEEE Transactions on Networking,1,10.1109/TON.2025.3643832,Article,,2-s2.0-105025474951,Q2
Thabet S.; Zhou Y.; Soltani B.; Sheng Q.Z.; Wen S.; Wu D.,Toward Efficient Wireless Federated Learning via Decoupling Over-the-Air Model Aggregation and Client Selection,2026,IEEE Internet of Things Journal,0,10.1109/JIOT.2026.3662612,Article,,2-s2.0-105030064317,Q3
Chen C.; Zhao Y.; Zhang Z.; Li W.; Wu J.,Toward Efficient and Scalable Asynchronous Federated Learning via Stragglers Version Control,2026,IEEE Transactions on Mobile Computing,2,10.1109/TMC.2025.3609568,Article,,2-s2.0-105015846785,Q3
Alshammari A.,Toward Energy-Efficient and Low-Carbon Intrusion Detection in Edge and Cloud Computing Based on GreenShield Cybersecurity Framework,2026,Sensors,2,10.3390/s26061780,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034274622,Q3
Wu Z.; Pang B.; Li X.; Zhu Y.; Su D.; Fan B.; Li R.-H.; Wang G.; Zhou C.,Toward Fair Federated Graph Learning,2026,IEEE Transactions on Neural Networks and Learning Systems,0,10.1109/TNNLS.2026.3690015,Article,,2-s2.0-105041139607,Q7
Oh J.; Lee D.; Lee C.; Won D.; Kim J.; Song C.; Tran H.H.; Truong T.P.; Win T.T.; Nguyen T.M.T.; Dinh T.T.T.; Cho S.,Toward Fusion Intelligence of Open Radio Access Network with Federated Learning: A Survey,2026,"International Conference on Ubiquitous and Future Networks, ICUFN",0,10.1109/ICUFN69619.2026.11628629,Conference paper,,2-s2.0-105047249097,Q3
Charalambous T.; Pappas N.; Nomikos N.; Wichman R.,Toward Goal-Oriented Communication in Multi-Agent Systems: An Overview,2026,IEEE Open Journal of the Communications Society,0,10.1109/OJCOMS.2026.3703748,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043006962,Q3
Nguyen M.-D.; Do H.-K.; Le N.-K.; Tran N.H.; Yang Z.; Nguyen V.-D.; Chien T.V.,Toward Layer-Wise Personalized Federated Learning: Adaptive Layer Disentanglement via Conflicting Gradients,2026,IEEE Transactions on Networking,2,10.1109/TON.2026.3653812,Article,,2-s2.0-105028018049,Q3
Sarath G.; Geetha M.; Nair J.J.,"Toward Lightweight, Communication-Efficient, and Energy-Aware Federated Learning Under Non-IID Settings",2026,IEEE Open Journal of the Communications Society,0,10.1109/OJCOMS.2026.3695902,Article,All Open Access; Gold Open Access,2-s2.0-105039904284,Q3
Ho M.C.; Dinh T.T.T.; Tran K.N.T.; Mac H.D.; Oh J.; Lee D.; Song C.; Cho S.,Toward Low-Latency Privacy-Preserving Federated Learning in Fluid Antenna Systems with Homomorphic Encryption,2026,"International Conference on Ubiquitous and Future Networks, ICUFN",0,10.1109/ICUFN69619.2026.11628633,Conference paper,,2-s2.0-105047242490,Q3
Rahman R.; Shaham S.; Nguyen D.C.,Toward Personalized Quantum Federated Learning for Anomaly Detection,2026,IEEE Transactions on Network Science and Engineering,5,10.1109/TNSE.2025.3631526,Article,,2-s2.0-105021512542,Q3
Nie W.; Zhang Y.; Lam K.-Y.; Lee V.C.S.; Wei M.; Duan Y.; Liu K.; Xue C.J.; Gui G.,Toward Pervasive WLAN Localization Leveraging Collaborative Mobile Sites: A Multi-Agent Deep Reinforcement Learning Approach,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2026.3677256,Article,,2-s2.0-105034434493,Q3;Q7
Li J.; Xiao R.; Yu L.; Zhang K.; Ning J.,Toward Privacy Preservation in Federated Learning: A Framework Integrating Client-Side Shuffling and Model Compression,2026,IEEE Transactions on Neural Networks and Learning Systems,0,10.1109/TNNLS.2026.3690045,Article,,2-s2.0-105039569665,Q3
Xu J.; Chen H.; Yuan Q.; Yin L.; Tao Y.; Wang H.; Xue Y.; Fu D.; Pang H.; Chong T.; Xue L.,Toward Prostate Cancer Early Warning with a Self-Powered Wearable Biosensing Platform Integrated with Machine Learning,2026,Advanced Science,4,10.1002/advs.202524234,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105031507639,Q3
Swar A.; Belal M.; Aly S.A.E.,Toward Resilient Smart Cities: A Systematic Comparative Survey of Blockchain-Integrated Deep Learning Architectures for IoT Authentication and Secure Communication,2026,International Journal of Computer Information Systems and Industrial Management Applications,0,10.70917/ijcisim-2026-2415,Article,All Open Access; Gold Open Access,2-s2.0-105045150752,Q3
Wang Y.; Cai Z.; Tang T.; Ohtsuki T.; Gui G.,Toward Robust Radio Frequency Fingerprint Identification: A Federated Learning Framework With Feature Alignment,2026,IEEE Transactions on Information Forensics and Security,1,10.1109/TIFS.2026.3671107,Article,,2-s2.0-105032242209,Q3
Lassoued H.E.; Fathallah H.; Aicha A.B.,"Toward Sovereign Foundation Models for the Mena Region: Balancing Efficiency, Cultural Alignment, and Data Sovereignty",2026,"2026 Middle East and North Africa Communications Conference, MENACOMM 2026",0,10.1109/MENACOMM69507.2026.11532937,Conference paper,,2-s2.0-105041813466,Q3
Yarham S.; Behjati M.; Alobaidy H.A.H.,Toward Sustainable Environmental Intelligence: A Comprehensive Survey of Federated Learning Applications and Technical Challenges,2026,IEEE Open Journal of the Computer Society,1,10.1109/OJCS.2026.3690680,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105038751021,Q3
Wang H.; Li M.; Chen S.; Meng M.; He J.; Ma J.; Zeng D.,Toward Unified CT Reconstruction: Federated Metadata Learning With Personalized Condition-Modulated iRadonMAP,2026,IEEE Transactions on Radiation and Plasma Medical Sciences,0,10.1109/TRPMS.2025.3574209,Article,,2-s2.0-105006924290,Q3
Chen Z.; Ding M.; Shen Y.; Learned-Miller E.; Gan C.,Toward Unified Expertise: Learning a Single Vision Model From Diverse Perception,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,0,10.1109/TPAMI.2025.3647880,Article,,2-s2.0-105025886577,Q5
Li Z.; Mak M.-W.; Pilanci M.; Lee H.-Y.; Gan C.-X.; Sheng J.; Meng H.,Toward a Unified Perspective on Parameter-Efficient Fine Tuning for Speaker Verification,2026,"IEEE Transactions on Audio, Speech and Language Processing",1,10.1109/TASLPRO.2026.3682068,Article,,2-s2.0-105035494930,Q1;Q4
Grande M.; Gómez S.; Borondo F.; Borondo J.,Toward a new generation of market indicators driven by blockchain transaction networks,2026,Chaos,0,10.1063/5.0307162,Article,,2-s2.0-105038465445,Q3
Du Y.; Mohammadi J.,Toward addressing deployment barriers of distributed energy management in the real world,2026,Sustainable Energy Technologies and Assessments,0,10.1016/j.seta.2026.105016,Article,All Open Access; Green Open Access,2-s2.0-105038364321,Q7
Zhu Z.; Liu Y.; Wang Q.; Wang Z.; Wang L.; Liu S.; Zi B.; Zhang L.,Toward generalizable robotic assembly: A prior-guided deep reinforcement learning approach with multi-sensor information,2026,Robotics and Computer-Integrated Manufacturing,3,10.1016/j.rcim.2026.103242,Article,,2-s2.0-105028023237,Q3
Shaibu J.; Oh H.; Seo M.; Han H.; Noh G.; Kim T.; Bang I.,Toward green 6G RAN: A survey of energy-efficient mechanisms and 3GPP standardization efforts,2026,ICT Express,0,10.1016/j.icte.2026.06.015,Review,All Open Access; Gold Open Access,2-s2.0-105044788779,Q3
Razmi D.; Razmi P.; Babayomi O.; Zhang Z.,Toward intelligent and resilient microgrids: A survey of machine learning approaches for renewable energy integration,2026,Applied Energy,5,10.1016/j.apenergy.2026.127929,Review,All Open Access; Green Open Access,2-s2.0-105036845150,Q3
Zirem Y.; Fournier I.; Salzet M.,Toward next-generation machine learning and deep learning for spatial omics,2026,Briefings in Bioinformatics,3,10.1093/bib/bbag131,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034601768,Q3
